Obj Type,Object Name,Object description,Long Description,CMOD FM/ WF Template Name,Description,Process area,Level 1 Process,Module,Sub Process,Theme
BADI,ZMIMES_MB_MIGO_BADI,MIGO_BADI - POST_DOCUMENT,,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,Project Creation & Closure
BADI,ZMIMES_MB_MIGO_BADI2,MIGO_BADI-Post_Document,,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,Project Creation & Closure
BADI,Z_PAYMETRC_ACCTG_DET,XiBuy Accounting Detail Badi Implentation for Norfolk Sother,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,GL Upload/Validation/Subsitution
BADI,ZAWFES_UDM_CHNG_BFR,Change Dispute Case before Saving,,,,R2R,Customer Invoicing & AR (MBIL),AR,Accounts Receivable & Incoming Payments,AR Invoice
BADI,ZFPSI_WBS_ON_UPDATE,Implementation on save of WBS,,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,Billing
BADI,ZR2R_SPOT_AP_GM_1,Enhance Accelerator AP Reports to pull in GM documents,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,AP report
BADI,ZR2R_DP91_REJ_DOC_PST,Create FI doc for rej from dp91,,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,Billing
BADI,ZCHECK_DATA_CHANGE,Check data change,,,,R2R,Misc,SD,SD,Misc
BADI,ZPARTNER_SELECTION,Correct customer contact list in billing due list,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZCREATE_SALES_DOCUMENT,For Multilple BIll-To,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,Z_PAYMETRC_FE_CHECK,PAYMETRC - FE_CHECK BADI,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,XiBuy
BADI,ZFPS_PROJECT_SAVE,APSE 78: WBS Custom Fields,,,,R2R,Fixed Asset & Project Accounting,PS,Capital Planning & Project Approval,Project Creation & Closure
BADI,ZAGLR_NEC_696,to get the output of KSB1 and save in appl server,,,,R2R,General Accounting Consolidation & Reporting,CO,Cost Accounting & Control,CO reporting
BADI,ZFAPE_DEFAULTTAXCODE,Default Tax Code to FB60 & FV50,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,AP invoice
BADI,ZR2R_SO_APPROVAL,Sales Order Approval,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZMIM_ENH_PAY_DUE_DATE,Payment due date.,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,AP report
BADI,ZR2R_IM_ENVREM_1,Enh. to hide Project / WBS for ENVREM Areq.,,,,R2R,Fixed Asset & Project Accounting,PS,Project Accounting for Environmental Remediation,Environmental Remediation
BADI,ZFSDE_VF11_RESTRICT_ACCESS,Restriction to access VF11,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZFAP_TAXCHECK,Skipping Tax check,,,,R2R,Manage Taxes,TAX,Vendor Invoicing,Tax 
BADI,ZFPSI_CONDTYP_SAVE,implementation for checking bill to % against WBS,,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,Billing
BADI,ZVENDOR_ADD_DATA,Make the pushbutton visible online,,,,R2R,Vendor Invoicing & AP,AP,Vendor Maintenance,Vendor Master
BADI,ZFAP_IDOC_INVOICE_FILTER_DEL,Diesul Fuel Invoice: Match delivery date,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Diesel Fuel Purchase
BADI,ZR2R_CHANGE_WTAX_CODE_2,rEMOVE WTAX DETAILS,,,,R2R,Manage Taxes,TAX,1099 Tax Withholding/Reporting,Withholding tax
BADI,Z_R2R237,copy fields from sales order line item to the debit-memo req,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZR2R_MM_TW_MB5T,Transworks enhancement for old material number,,,,R2R,General Accounting Consolidation & Reporting,MM,Inventory Accounting ,Inventory report
BADI,ZMIM_ENH_FV50,custom GL validations point,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,GL Upload/Validation/Subsitution
BADI,ZFAP_IDOC_INVOICE_FILTER_EKBE,Diesul Fuel Invoice: Remove reversed GR and match delivery d,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Diesel Fuel Purchase
BADI,ZFSD_ES_REVENUE_ACCOUNT,Determine correct revenue account,,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,Billing
BADI,ZGET_CO_UUID,Get CO_UUID,,,,R2R,Treasury Operations,TR,Bank Management ,NA
BADI,ZR2R_ENH_ENVREM,Environment remediation,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Environmental Remediation
BADI,ZCHANGE_STATUS,Change status,,,,R2R,Treasury Operations,TR,Bank Management ,NA
BADI,ZR2R_TRANSWORK_ENH1,Transwork enhancement,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZRFI_EDI_INVOICE,EDI Invoice Print,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Supplier Invoicing and Payments
BADI,ZSD_SO_ITEM_AC_BUS_AREA,Enable business area in VA02,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZFSD_STO_PRICE,STO Price,,,,R2R,Customer Invoicing & AR (MBIL),SD,Inventory Accounting ,Billing
BADI,ZWF_INV_UPDATE,Workflow Invoice Update,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Supplier Invoicing and Payments
BADI,ZFAP_ES_COST_CENTER_ALLOW,Allow cost center field to be entered,,,,R2R,General Accounting Consolidation & Reporting,GL,Inventory Accounting ,Inventory report
BADI,ZFGLRES_BAPI_PARK_DOC,Enhancement point to cater BAPI - Park document,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,GL Upload/Validation/Subsitution
BADI,ZWF_SUBSTITUTE_JE,Maintain Substitute Check,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,GL Upload/Validation/Subsitution
BADI,Z_PAYMETRC_CH_IMPORT,Card validation while importing charges,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,XiBuy
BADI,ZFXB_PAYMETRC_ATTACH,Implementation of /PAYMETRC/ATTACH for attachments,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,XiBuy
BADI,ZFGL_FAREA_DRV_ALWYS,Functional Area Derivation,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,Workflow
BADI,ZFAGL_SET_SEGMENT,Same GL should not post,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,GL Upload/Validation/Subsitution
BADI,ZFAP_ENH_INV_BLOCK,additional check for GR Qty in MRBR,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Supplier Invoicing and Payments
BADI,ZFAPES_PAYMETRC_TRAN,Unposted items prior to date range must be checked,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,XiBuy
BADI,ZVENDOR_ADD_DATA_CS,Additional data for Vendors ( Subscreen 1000),,,,R2R,Vendor Invoicing & AP,AP,Vendor Maintenance,Vendor Master
BADI,ZFAP_ATTACH_NOTE,Link the note attached to item with the header.,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,AP report
BADI,ZCOSTCENTER,Push cost center,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZFAP_BANK_BAI_FILE_TEXT,Change line item text of invoice document from offset ZFAP_B,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Supplier Invoicing and Payments
BADI,ZFAP_ENH_GRIR_READ_PO,implicit enhancement in READ_PO_DATA in RM08RELEASE_F0T,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Supplier Invoicing and Payments
BADI,ZFAP_MRBR_QTY,Custom MRBR Qty block release,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Supplier Invoicing and Payments
BADI,Z_DEFECT_2017,RM06EKPS/show_ekbel,,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,Project Creation & Closure
BADI,ZFAR_ENH_KSB1_CRT_DATE,Created On Date in KSB1 selection Screen,,,,R2R,General Accounting Consolidation & Reporting,CO,Cost Accounting & Control,CO reporting
BADI,ZFSD_ES_INVOICE_APPROVAL,Customer Invoice Approval,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZSKIP_DATE_CHECK,Skip date check on contract dates,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZFXB_PAYMETRIC_TLIST,Implementaion of /PAYMETRC/TRANSLIST for ATTACHMENTS,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,XiBuy
BADI,ZSTORE_PREV_STATUS,Store previous status,,,,R2R,Treasury Operations,TR,Bank Management ,NA
BADI,Z_CR566_ADMINFEE,CR566 do not reduce admin fee,,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,Billing
BADI,ZMRM_READ_ITEM_DATA,Enh to read item data.,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Supplier Invoicing and Payments
BADI,ZFTR_CUSTOMER_EXTENT,FTR Enhancements for Customers,,,,R2R,Treasury Operations,TR,Bank Management ,NA
BADI,Z_DEFECT_1913,enhancement in FIBL_FRFT,,,,R2R,Treasury Operations,TR,Bank Management ,NA
BADI,Z_SO_LOAD,SO load to not show popup,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZFSDE_SETTLEMENT_COMPCODE,Enhancement called from ALV F4 fields,,,,R2R,HCM,HR,HCM,HR
BADI,ZFGL_ES_ITEM_CRE_DEB,Credit Debit Amount Fields for FAGL003,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,GL Upload/Validation/Subsitution
BADI,ZFSD_CUSTINVOICE,Customer Invoice Creation,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZR2R_CHANGE_WTAX_CODE,CHANGE WTAX WHILE POSTING DOCUMENT,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,GL Upload/Validation/Subsitution
BADI,ZR2R_TRANSWORK_ENH,Transwork enhancement,,,,R2R,Management Cost Accounting,CO,Cost Accounting & Control,Cost Accounting
BADI,ZENH_FI_MIR7_AUTH,User should not post Service entry sheet from Simualtion MIR,,,,R2R,Source to Pay,MM,Service Management,Service Management
BADI,ZR2R_POWPLAN_BADI_DE,Update BSEG-SGTXT on Powerplant file,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,Power Plan
BADI,ZAWFES_UDM_C_SGMT_DC,Default Accounting Clerk,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,GL Upload/Validation/Subsitution
BADI,ZFAP_PROTECT_SCREEN_FIELDS4,to enable text,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Supplier Invoicing and Payments
BADI,ZFSD_COPY_ASSIGNMENT,Copy Control for assignment,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZSD_SO_ITEM_BUS_AREA,Business area for Z14 ord type in class CL_ex_badi_sd_sales_,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZBADI_DOC_POST,ZBADI_DOC_POST,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,GL Upload/Validation/Subsitution
BADI,ZENH_FI_FV60_AUTH,User should not post Doc on Simulation,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,GL Upload/Validation/Subsitution
BADI,ZFAP_ES_KOSTL_COPY_VBRP2,Copy kostl from sales doc to billing,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZFAP_INV_STATUS_CHECK,Check IDOC_STATUS table before proceeding further,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Supplier Invoicing and Payments
BADI,ZFAP_VENDOR_CREATION,Vendor creation,,,,R2R,Vendor Invoicing & AP,AP,Vendor Maintenance,Vendor Master
BADI,ZSD_DELIVERY_BILLING,Block deliveries for billing,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZIMP_ENH_AAR_AUTOMATION,AAR Automation pricing condition value,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,Z_BILLING_PLAN,Billing Plan,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing Plan
BADI,ZFSD_ES_AAR_INV_FI_AUTO,Creation of FI document for AAR SOrder,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZR2R_ENH_GET_PARK_INV_AMT,Enhancement to populate Parked Invoice Amount,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,Vendor Invoicing
BADI,Z_DS174_FAX,Populate fax # if blank,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZFIX_POSTING_KEY,Fix Posting Key,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,GL Upload/Validation/Subsitution
BADI,Z_MBDAT,Wipe out MBDAT for scrap orders,,,,R2R,Source to Pay,IM,Inventory Management,Assets
BADI,ZR2R_ENCH_PAYMENT_TERMS,ZR2R_ENCH_Payment_Terms,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,GL Upload/Validation/Subsitution
BADI,ZTR_ACCT_DERIVATION,Account Derivation - Treasury Enhancement,,,,R2R,Treasury Operations,TR,Bank Management ,Treasury
BADI,Z_ENH073,Enhancement for overhead,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Overhead Calculation
BADI,ZFAPI_BANK_STATEMENT,Send Jobcount when Print Bank Statement to Memory,,,,R2R,Vendor Invoicing & AP,AP,Payables and Outgoing payments,Bank Statements
BADI,ZFAP_BELGIENTAXCHECK2,Skipping Tax check if Belgien,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Taxes
BADI,ZFAP_BRASILIENTAXCHECK,Skipping Tax Check if Brasilien,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Taxes
BADI,ZFAP_BULGARIATAXCHECK,Skipping Tax check if Bulgaria,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Taxes
BADI,ZFAP_ES_KOSTL_COPY_VBRP,Copy kostl from sales doc to billing document,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZFAP_FRENCHTAXCHECK,Skipping Tax check if France,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Taxes
BADI,ZFGLES_BRF_ADD_AUTH_BKPF,R2R: Activate additional authority checks,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,Authorisation
BADI,ZR2R_ENH_MV45A_FIELD_ATTRIBUTE,Include for additional data B in VA03,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Sales Order Processing
BADI,ZRPS_OVERHEAD_CAL,P/S Overhead calculation,,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,Overhead Calculation
BADI,ZRPS_OVERHEAD_CAL_2,APSE 73: Overhead calculation,,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,Overhead Calculation
BADI,ZSD_PRICING_REFRESH,SD Pricing,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Sales Order Processing
BADI,Z_ENH073_BILLING,Billing exit to populate ZZZOUNR,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZFAP_CUSTOM_FLDS,Additional custom fields for approver field,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Supplier Invoicing and Payments
BADI,ZR2R_CHANGE_WTAX_CODE_3,Remove Extra wht line for INT XREF2,,,,R2R,Vendor Invoicing & AP,AP,1099 Withholding Tax,1099 Withholding
BADI,ZFAP_CUSTOM_APVR_FLD,Custom approver fields in invoice creation screen,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Vendor Invoice
BADI,ZR2R_APPREQUEST_SAVE,Enhancement for Appropriation Request SAVE,,,,R2R,Fixed Asset & Project Accounting,PS,Project Accounting for Environmental Remediation,Appropriation Req
BADI,ZFSDES_DIP_AD010002,Badi implementation for Note 301117/IM02616414,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,ZFAP_PROTECT_SCREEN_FIELDS3,Protect screen fields,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Vendor Invoide
BADI,ZFGRES_JE_UPLOAD_BUKRS,Enhancement point for Journal Entry Upload (APSE 115),,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,GL Upload/Validation/Subsitution
BADI,ZFSDE_MAINTAIN_ESCALATION_RATE,Enhancement called from ALV F4 Fields,,,,R2R,Misc,SD,Misc,Misc
BADI,ZFTRES_PIN_SEC,Pin_Sec Enhancement,,,,R2R,Misc,Misc,Misc,Misc
BADI,ZFTX_WITHHOLDING_TAX,DS138 : match withholding tax,,,,R2R,Misc,AP,,Misc
BADI,ZFV50_814,disable post + save as complete button for non-authorized us,,,,R2R,Misc,GL,Misc,Misc
BADI,ZR2R_CHANGE_WTAX_CODE_4,change wtax details,,,,R2R,Misc,AP,Misc,Misc
BADI,ZR2R_ENCH_WITHHOLDING_TAX,WITHHOLDING TAX,,,,R2R,Misc,AP,Misc,Misc
BADI,ZR2R_ENH_MODIFY_FIELDCAT,Enhancement to modify field catalog to display total amount,,,,R2R,Misc,GL,Misc,Misc
BADI,ZME_TAX_FROM_ADDRESS,Tax Jur. Code from Address,,,,R2R,Source to Pay,SRM,Purchase Order,Purchase Orders
BADI,ZFPS_RRB_REFBN,RRB REFBN,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
BADI,Z_660_UPDATE,Implementation for 660 SAP to PowerPlant Project Create,,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,Power Plan
BADI,ZRPS_OVERHEAD_VOFM,CR566: Overhead calculation,,,,R2R,Fixed Asset & Project Accounting,SD,Capital Project Accounting,Overhead Calculation
BADI,ZSD_PRICING,SD: Pricing,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Sales Order Processing
TABL,ZFSD_INDEX,Custom table for the list of indexes,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer Invoicing,
TABL,ZFAP_SUB_LOG,Log table for ZFAP_SUB_APPR,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,
TABL,ZFAP_EDI810_MSG,Error messages for IDOC processing,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,
TABL,ZFI_REASON_CODES,AP reject invoice reason codes,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,
TABL,ZFAP_CITI_CC_BIL,Citi - Interface Company Code Billing Number Mapping,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,
TABL,ZSAC_CODE_STATE,AP- SAC Code Reject State DFO invoice.,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,
TABL,ZFARAMOUNT,Joint Facilities Amount Conversion Table,,,,R2R,Customer Invoicing & AR (MBIL),AR,Accounts Receivables & Incoming Payments,
TABL,ZR2R_AAR_RATE,AAR Anual rate uploaded by user,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer Invoicing,
TABL,ZR2R_CAPEX_GL,CAPEX 100 % GL Accounts Custom Mapping Table,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,
TABL,ZR2R_GL_APPROVER,Filter list of journal entry approver,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,
TABL,ZFARDELAY,Mapping for ZZDELAY field,,,,R2R,Customer Invoicing & AR (MBIL),AR,Accounts Receivables & Incoming Payments,
TABL,ZARD_EVT_TABLE,Control table for Redwood event triggers,,,,R2R,NA,Misc,NA,
TABL,ZGLUSOA2,Check table for ZGLUSOA-ZGLUSOAGP2,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,
TABL,ZR2R_SALES_CHRG,LPD charge type,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer Invoicing,
TABL,ZFSD_ESC_RATES,Custom table for escalation rates,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer Invoicing,
TABL,ZFAP_BANK_OFFSET,BAI Text field offset determination table from BANK details,,,,R2R,Vendor Invoicing & AP,AP,Payables & Outgoing Payables,
TABL,ZR2R_CAPEX_AFE,CAPEX % Input – Custom Mapping Table per WBS,,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,
TABL,ZR2R_CON_AGENT,Maintenance table for contractors in PS workflow,,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,
TABL,ZFAP_TVCARD_CITI,TV Card – CITI Entries,,,,R2R,Vendor Invoicing & AP,AP,Payables & Outgoing Payables,
TABL,ZFAP_CC_MANUAL,Casualty Claims Manual Checks Error Table,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,
TABL,ZCOMPCODEXREF,Company code cross reference table,,,,R2R,General Accounting Consolidation & Reporting,FI,General Accounting,
TABL,ZFSD_528_DEFAULT,Default data for Intercompany invoice transfer,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer Invoicing,
TABL,ZFAP_T_INVBLK_Y,History table for invoice payment block Y,,,,R2R,Vendor Invoicing & AP,AP,Payables & Outgoing Payables,
TABL,ZFGLUSOAT,Text table for Cost Center attribute of USOA,,,,R2R,Management Cost Accounting,CO,Cost Accouting & Control,
TABL,ZFGLUSOA,Cost Center attribute of USOA,,,,R2R,Management Cost Accounting,CO,Cost Accouting & Control,
TABL,ZFTR_NOTE_TO_PAY,EBS Note to Payee table,,,,R2R,Treasury Operations,TR,Bank Management,
TABL,ZFSD_528_INTCOMP,Intercompany invoice transfer,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer Invoicing,
TABL,ZAAR_BILLEXT_SPL,Table to hold the spool data for billing plan extend program,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer Invoicing,
TABL,ZFTX_TXJCD_UPD,Store Old/New TXJCD with Effective date,,,,R2R,Manage Taxes,TX,InDirect Taxes-Sales & US Tax,
TABL,ZFTR_TABLE_ACCES,TREASURY MANAGING,,,,R2R,Treasury Operations,TR,Bank Management,
TABL,ZFPS_JF_XREF,Joint Facilities Xref Table,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer Invoicing,
TABL,ZFPS_755_SAPTOPP,755 Last Run Log,,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,
TABL,ZR2R_IN_TRANSIT,table to hold live on transit data,,,,R2R,Vendor Invoicing & AP,Misc,Inventory Accounting,
TABL,ZFAR_T_CUST_BAL,Table to store transmitted Customer Balance,,,,R2R,Customer Invoicing & AR (MBIL),AR,Accounts Receivables & Incoming Payments,
TABL,ZFAP_USER_VENDOR,Vendors validation table for Vendor Invoice Portal,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,
TABL,ZFGL_POSTERR_LOG,Journal Entry Posting Error Log,,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,
TABL,ZFAP_PAYINFOHER,Table to store the history of file sent. Interface 848,,,,R2R,Vendor Invoicing & AP,AP,Payables & Outgoing Payables,
TABL,ZFAR_T_PART_PYMT,Table of partial payment amounts for Invoice Balance INF,,,,R2R,Customer Invoicing & AR (MBIL),AR,Accounts Receivables & Incoming Payments,
TABL,ZFSD_STATUS,Table for the current status of the recurring agreement,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer Invoicing,
TABL,ZPS_APPR_DATA_WF,Table for PS workflow approval data,,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,
TABL,ZFAP_USER_STATUS,User Status Updates for XiBuy,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,
TABL,ZFTX_TAX,Map job codes to taxing jurisdictions on WBS elements.,,,,R2R,Fixed Asset & Project Accounting,TX,Project Accounting & Env Remediation,
TABL,ZFAP_TOAD,Table of Accounting Distribution,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,
TABL,ZR2R_INV_ATCH,Attachment Detail mapping table for IBM ICC4SAP,,,,R2R,General Accounting Consolidation & Reporting,FI,General Accounting,
TABL,ZCUST_VEND_XREF,Cross reference table for Customer/Vendors,,,,R2R,Vendor Invoicing & AP,Master Data,Vendor Maintenance,
TABL,ZFAR_T_INV_BAL,Table to store Invoice Balance details from ECC to PI,,,,R2R,Customer Invoicing & AR (MBIL),AR,Accounts Receivables & Incoming Payments,
TABL,ZFAPI_PARENT_INV,Parent Invoice Payment Request File Error Table,,,,R2R,Vendor Invoicing & AP,AP,Payables & Outgoing Payables,
TABL,ZFSD_440_APP,Invoice Approval Table,,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer Invoicing,
TABL,ZFAP_EDI810_HDR,EDI 810 Custom Table Header,,,,R2R,Vendor Invoicing & AP,AP,Payables & Outgoing Payables,
TABL,ZFAP_EDI810_LINE,EDI 810 Custom Table Line Item,,,,R2R,Vendor Invoicing & AP,AP,Payables & Outgoing Payables,
TABL,ZFAP_VDR,Vendor Request Table,,,,R2R,Vendor Invoicing & AP,AP,Vendor Maintenance,
TABL,ZFAP_ERROR_REP,Cass Utility Invoices Error Reporting,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,
TABL,ZFIINVVARWFTRACK,Invoice Variance Workflow Track for QTY VAR WF,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,
TABL,ZFARLBUPD,Lock Box updtae header data during posting,,,,R2R,Customer Invoicing & AR (MBIL),AR,Receivables & Incoming Payments,
TABL,ZFAP_APPR_CHLOG,Changelog of Approver in FV60,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,
TABL,ZFAP_EDI810_ALV,ALV error report structure for EDI810,,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,
TABL,ZAR_ALTER_LOCK_B,Alternate Lock Box Address.,,,,R2R,Customer Invoicing & AR (MBIL),AR,Receivables & Incoming Payments,
TABL,ZMSDF_ITEM_DET,Item level data-Test,,,,R2R,NA,Misc,NA,
TABL,ZREJECT_REASON,Rejection Reason,,,,R2R,NA,Misc,NA,
TABL,ZLBOXJOB,Temporary LockBox parameters,,,,R2R,Customer Invoicing & AR (MBIL),AR,Receivables & Incoming Payments,
Class,ZFAP_CL_ADVANCED_SHIPPING_NOTC,Proxy Class (generated),,,,R2R,Vendor Invoicing & AP,Advanced  Shipping Notification,Vendor Invoicing,IM
Class,ZFAPCL_INVOICE_TARGET_IN_ASY,Proxy Class (generated),,,,R2R,Vendor Invoicing & AP, LPB - Utility Invoices from LPB,Vendor Invoicing,AP
Class,ZFPS_CL_TSARCREATE_PROJECT_IN1,Proxy Class (generated),,,,R2R,Fixed Asset & Project Accounting, TSAR - Create Project,Capital Project Accounting,PS
Class,ZFARI_CL_CAR_REPAIR_INVOICE_I1,Proxy Class (generated),,,,R2R,Customer Invoicing & AR (MBIL), TTX - Car Repair Receivable,Customer Invoicing,AR
Class,ZFGL_CO_ECCGLBAL_OUT_ASY,GL Balances from ECC,,,,R2R,Fixed Asset & Project Accounting, PowerPlant - GL Recon - fromSAP,Capital Project Accounting,PS
Class,ZCL_FAR_JOINT_FACILITY_INV,Joint Facilities Invoices,,,,R2R,Customer Invoicing & AR (MBIL), Joint Facilities - Joint facility invoice details,Customer Invoicing,AR
Class,ZFGL_CL_GLFEEDER_SYSTEM_ECC_IN,Service Interface for the Inbound ECC Proxy,,,,R2R,General Accounting Consolidation & Reporting,GL Feeder System - 320 bytes - Change request 400 - PARENT,General Accounting,GL
